DATE,2yr_yield,10yr_yield,yield_spread
2024-04-02,4.7,4.36,-0.33999999999999986
2024-04-03,4.68,4.36,-0.3199999999999994
2024-04-04,4.65,4.31,-0.34000000000000075
2024-04-05,4.73,4.39,-0.34000000000000075
2024-04-08,4.78,4.42,-0.3600000000000003
2024-04-09,4.74,4.36,-0.3799999999999999
2024-04-10,4.97,4.55,-0.41999999999999993
2024-04-11,4.93,4.56,-0.3700000000000001
2024-04-12,4.88,4.5,-0.3799999999999999
2024-04-15,4.93,4.63,-0.2999999999999998
2024-04-16,4.97,4.67,-0.2999999999999998
2024-04-17,4.93,4.59,-0.33999999999999986
2024-04-18,4.98,4.64,-0.34000000000000075
2024-04-19,4.97,4.62,-0.34999999999999964
2024-04-22,4.97,4.62,-0.34999999999999964
2024-04-23,4.86,4.61,-0.25
2024-04-24,4.89,4.65,-0.23999999999999932
2024-04-25,4.96,4.7,-0.2599999999999998
2024-04-26,4.96,4.67,-0.29000000000000004
2024-04-29,4.97,4.63,-0.33999999999999986
2024-04-30,5.04,4.69,-0.34999999999999964
2024-05-01,4.96,4.63,-0.33000000000000007
2024-05-02,4.87,4.58,-0.29000000000000004
2024-05-03,4.81,4.5,-0.3099999999999996
2024-05-06,4.82,4.49,-0.33000000000000007
2024-05-07,4.82,4.47,-0.35000000000000053
2024-05-08,4.84,4.48,-0.35999999999999943
2024-05-09,4.8,4.45,-0.34999999999999964
2024-05-10,4.87,4.5,-0.3700000000000001
2024-05-13,4.85,4.48,-0.3699999999999992
2024-05-14,4.81,4.45,-0.35999999999999943
2024-05-15,4.73,4.36,-0.3700000000000001
2024-05-16,4.78,4.38,-0.40000000000000036
2024-05-17,4.83,4.42,-0.41000000000000014
2024-05-20,4.82,4.44,-0.3799999999999999
2024-05-21,4.82,4.41,-0.41000000000000014
2024-05-22,4.86,4.43,-0.4300000000000006
2024-05-23,4.91,4.47,-0.4400000000000004
2024-05-24,4.93,4.46,-0.46999999999999975
2024-05-28,4.94,4.54,-0.40000000000000036
2024-05-29,4.96,4.61,-0.34999999999999964
2024-05-30,4.92,4.55,-0.3700000000000001
2024-05-31,4.89,4.51,-0.3799999999999999
2024-06-03,4.82,4.41,-0.41000000000000014
2024-06-04,4.77,4.33,-0.4399999999999995
2024-06-05,4.72,4.29,-0.4299999999999997
2024-06-06,4.72,4.28,-0.4399999999999995
2024-06-07,4.87,4.43,-0.4400000000000004
2024-06-10,4.87,4.47,-0.40000000000000036
2024-06-11,4.81,4.39,-0.41999999999999993
2024-06-12,4.75,4.31,-0.4400000000000004
2024-06-13,4.68,4.24,-0.4399999999999995
2024-06-14,4.67,4.2,-0.46999999999999975
2024-06-17,4.75,4.28,-0.46999999999999975
2024-06-18,4.69,4.22,-0.47000000000000064
2024-06-20,4.7,4.25,-0.4500000000000002
2024-06-21,4.7,4.25,-0.4500000000000002
2024-06-24,4.71,4.25,-0.45999999999999996
2024-06-25,4.65,4.23,-0.41999999999999993
2024-06-26,4.71,4.32,-0.3899999999999997
2024-06-27,4.7,4.29,-0.41000000000000014
2024-06-28,4.71,4.36,-0.34999999999999964
2024-07-01,4.77,4.48,-0.28999999999999915
