date,SP500_Daily_P/E
2020-09-11,32.4292077671231
2020-09-14,32.85633980389698
2020-09-15,33.02234343088623
2020-09-16,32.891295449252226
2020-09-17,32.602003302335014
2020-09-18,32.22667185844668
2020-09-21,31.867998196004965
2020-09-22,32.192547357395185
2020-09-23,31.44597674500723
2020-09-24,31.529789082813327
2020-09-25,32.03953749784174
2020-09-28,32.57169508600649
2020-09-29,32.3943060509784
2020-09-30,32.639915537350944
2020-10-01,33.282
2020-10-02,32.966008038378874
2020-10-05,33.55060039905078
2020-10-06,33.07364425668462
2020-10-07,33.64934326682197
2020-10-08,33.94756781183483
2020-10-09,34.25071953659815
2020-10-12,34.80172479460067
2020-10-13,34.57460527086578
2020-10-14,34.357365819246276
2020-10-15,34.31490786457999
2020-10-16,34.29416421284524
2020-10-19,33.772779886727974
2020-10-20,33.908063593757376
2020-10-21,33.84387847985233
2020-10-22,34.02951712827132
2020-10-23,34.14505354737721
2020-10-26,33.51405313163895
2020-10-27,33.39852314068669
2020-10-28,32.25699555029693
2020-10-29,32.58483781311826
2020-10-30,32.24515167725036
2020-11-02,36.8614
2020-11-03,37.51223301562762
2020-11-04,38.35060096258986
2020-11-05,39.09853879754435
2020-11-06,39.08960406412153
2020-11-09,39.58080002691001
2020-11-10,39.522751510780324
2020-11-11,39.81634416227704
2020-11-12,39.4300940740112
2020-11-13,39.97597758163369
2020-11-16,40.474978264793144
2020-11-17,40.25729269582431
2020-11-18,39.77281140866224
2020-11-19,39.94024954838988
2020-11-20,39.66675368850015
2020-11-23,39.90452514862854
2020-11-24,40.54754254343774
2020-11-25,40.48503211082036
2020-11-27,40.59777543874902
2020-11-30,40.41805612823282
2020-12-01,38.2297
2020-12-02,38.310130502663256
2020-12-03,38.29968361417751
2020-12-04,38.62973797877735
2020-12-07,38.55036134381035
2020-12-08,38.663165982187806
2020-12-09,38.316395916096134
2020-12-10,38.303865089230385
2020-12-11,38.258946528357576
2020-12-14,38.08765903198461
2020-12-15,38.60257198922657
2020-12-16,38.663165982187806
2020-12-17,38.87936524028716
2020-12-18,38.72412712905612
2020-12-21,38.58566251206156
2020-12-22,38.52063207605642
2020-12-23,38.55524993009167
2020-12-24,38.70523910028073
2020-12-28,39.03775135631408
2020-12-29,38.96327350634804
2020-12-30,39.01887692583155
2020-12-31,39.217119638216055
2021-01-04,28.9722
2021-01-05,29.171744021009516
2021-01-06,29.346147394796873
2021-01-07,29.782152010046012
2021-01-08,29.95185010572251
2021-01-11,29.749943261072918
2021-01-12,29.756232242097703
2021-01-13,29.836367100313534
2021-01-14,29.731878354040184
2021-01-15,29.5150536390164
2021-01-19,29.746803862852857
2021-01-20,30.158459682336805
2021-01-21,30.185952968614384
2021-01-22,30.079116675577936
2021-01-25,30.19773907920699
2021-01-26,30.150604821421226
2021-01-27,29.41370938325545
2021-01-28,29.66667664307552
2021-01-29,29.072760042742477
2021-02-01,29.7282
2021-02-02,30.148570090040824
2021-02-03,30.172279098335768
2021-02-04,30.51520693185909
2021-02-05,30.635311574333112
2021-02-08,30.856554677013662
2021-02-09,30.836010967298602
2021-02-10,30.82257637478236
2021-02-11,30.872358121622437
2021-02-12,31.024858417037805
2021-02-16,30.99799179292652
2021-02-17,31.00510603196771
2021-02-18,30.873149446267412
2021-02-19,30.818624873399877
2021-02-22,30.58157576518937
2021-02-23,30.61872192692172
2021-02-24,30.956110487930253
2021-02-25,30.210203780107186
2021-02-26,30.054538186111937
2021-03-01,30.9898
2021-03-02,30.747972376738005
2021-03-03,30.340701659233275
2021-03-04,29.965242360101993
2021-03-05,30.51649848199435
2021-03-08,30.3645621566031
2021-03-09,30.79809102275307
2021-03-10,30.9898
