Price,open,high,low,close,adjusted_close,volume,daily_return
Ticker,SPY,SPY,SPY,SPY,SPY,SPY,
Date,,,,,,,
2018-03-21,270.8999938964844,273.2699890136719,270.19000244140625,270.42999267578125,241.71607971191406,78709600,-0.00191934407488914
2018-03-22,267.9100036621094,268.8699951171875,263.3599853515625,263.6700134277344,235.67379760742188,148785900,-0.024997435469305995
2018-03-23,264.1700134277344,264.5400085449219,257.8299865722656,258.04998779296875,230.65052795410156,183534800,-0.021314502097038
2018-03-26,262.1300048828125,265.42999267578125,259.4100036621094,265.1099853515625,236.9608917236328,141956100,0.027358982550375943
2018-03-27,266.1700134277344,266.7699890136719,258.8399963378906,260.6000061035156,232.92987060546875,129941400,-0.017011335030193253
2018-03-28,260.75,262.6400146484375,258.5799865722656,259.8299865722656,232.24156188964844,146452300,-0.0029550040706721736
2018-03-29,261.1199951171875,265.260009765625,259.8399963378906,263.1499938964844,235.2090301513672,111601600,0.01277750734008909
2018-04-02,262.54998779296875,263.1300048828125,254.6699981689453,257.4700012207031,230.13217163085938,186286300,-0.021584454122533625
2018-04-03,258.8699951171875,261.30999755859375,256.8399963378906,260.7699890136719,233.0817108154297,119956900,0.012816718165339802
2018-04-04,256.75,264.3599853515625,256.6000061035156,263.55999755859375,235.5755157470703,123715300,0.01069927332743581
2018-04-05,265.54998779296875,266.6400146484375,264.32000732421875,265.6400146484375,237.43466186523438,82652600,0.007891932709001015
2018-04-06,263.4200134277344,265.1099853515625,258.0,259.7200012207031,232.14321899414062,179521200,-0.02228589048256624
2018-04-09,261.3699951171875,264.8399963378906,259.94000244140625,261.0,233.28729248046875,105442900,0.00492830887451845
2018-04-10,264.2699890136719,266.0400085449219,262.9800109863281,265.1499938964844,236.99667358398438,103529000,0.015900485037461554
2018-04-11,263.4700012207031,265.6400146484375,263.3900146484375,263.760009765625,235.7542724609375,91140200,-0.0052422724093914574
2018-04-12,265.260009765625,267.0,265.05999755859375,265.92999267578125,237.6938934326172,68890500,0.008227299346191375
2018-04-13,267.4100036621094,267.5400085449219,264.010009765625,265.1499938964844,236.99667358398438,85079200,-0.0029332678200689744
2018-04-16,267.0,268.20001220703125,266.07000732421875,267.3299865722656,238.94522094726562,63405300,0.008221834230051961
2018-04-17,269.3299865722656,270.8699951171875,268.75,270.19000244140625,241.50155639648438,64682000,0.01069841631100421
2018-04-18,270.69000244140625,271.29998779296875,269.8699951171875,270.3900146484375,241.68028259277344,57303900,0.000740062295895294
2018-04-19,269.6499938964844,269.8800048828125,267.7200012207031,268.8900146484375,240.3395538330078,77655900,-0.005547530586203164
2018-04-20,268.80999755859375,269.05999755859375,265.6099853515625,266.6099853515625,238.30162048339844,99953100,-0.008479392247791928
2018-04-23,267.260009765625,267.8900146484375,265.3500061035156,266.57000732421875,238.2659912109375,65558000,-0.00014951334526669413
2018-04-24,267.7300109863281,267.9800109863281,261.2799987792969,262.9800109863281,235.05711364746094,112885500,-0.013467627281460115
2018-04-25,262.9100036621094,264.1300048828125,260.8500061035156,263.6300048828125,235.63807678222656,103840900,0.00247158286660909
2018-04-26,264.7900085449219,267.25,264.2900085449219,266.30999755859375,238.0335693359375,67731900,0.010165982452508437
2018-04-27,267.0,267.3399963378906,265.5,266.55999755859375,238.25706481933594,57053600,0.000938924219898718
2018-04-30,267.260009765625,267.8900146484375,264.42999267578125,264.510009765625,236.42466735839844,82182300,-0.0076908420840614555
2018-05-01,263.8699951171875,265.1000061035156,262.1099853515625,264.9800109863281,236.84469604492188,74203400,0.0017765857142424402
2018-05-02,264.760009765625,265.67999267578125,262.760009765625,263.20001220703125,235.25381469726562,86368900,-0.006716981102901753
2018-05-03,262.260009765625,263.3599853515625,259.04998779296875,262.6199951171875,234.73538208007812,136311500,-0.002203716092147756
2018-05-04,261.5199890136719,266.7900085449219,261.1499938964844,266.0199890136719,237.77430725097656,91222100,0.012946174300479951
2018-05-07,266.8900146484375,268.0199890136719,266.1099853515625,266.9200134277344,238.57879638671875,55304900,0.003383414907368598
2018-05-08,266.5,267.3299865722656,265.1499938964844,266.9200134277344,238.57879638671875,67499200,0.0
2018-05-09,267.67999267578125,269.8699951171875,267.0899963378906,269.5,240.88482666015625,59666100,0.00966569665185002
2018-05-10,270.3399963378906,272.3900146484375,270.2200012207031,272.0199890136719,243.13722229003906,72063900,0.009350508544319958
2018-05-11,272.1600036621094,273.1499938964844,271.5799865722656,272.8500061035156,243.8791046142578,59871500,0.003051290613716784
2018-05-14,273.3399963378906,274.0799865722656,272.3599853515625,272.9800109863281,243.9953155517578,54790600,0.0004765104320183511
2018-05-15,271.5899963378906,271.6099853515625,270.0299987792969,271.1000061035156,242.31491088867188,87036100,-0.0068870365780833165
2018-05-16,271.1400146484375,272.760009765625,271.1099853515625,272.239990234375,243.33396911621094,53942600,0.004205511843252907
2018-05-17,271.94000244140625,273.2300109863281,271.1300048828125,272.010009765625,243.12831115722656,56536400,-0.0008451674861973402
2018-05-18,271.6199951171875,272.0299987792969,270.92999267578125,271.3299865722656,242.52047729492188,64368000,-0.00250005381689844
2018-05-21,273.010009765625,273.9800109863281,272.57000732421875,273.3699951171875,244.3438720703125,58025900,0.007518518830775811
2018-05-22,273.9599914550781,274.25,272.239990234375,272.6099853515625,243.66453552246094,52966400,-0.0027802479435869998
2018-05-23,271.1700134277344,273.3900146484375,270.989990234375,273.3599853515625,244.3349609375,64694200,0.002751427956479313
2018-05-24,272.9100036621094,273.2200012207031,270.7799987792969,272.79998779296875,243.83436584472656,76043800,-0.002048806649906698
2018-05-25,272.1499938964844,272.8599853515625,271.5799865722656,272.1499938964844,243.2534637451172,56374800,-0.0023823635261458476
2018-05-29,270.30999755859375,271.1700134277344,267.760009765625,269.0199890136719,240.45570373535156,115908600,-0.011501419000130464
2018-05-30,270.5,273.1099853515625,270.4200134277344,272.6099853515625,243.66453552246094,69678400,0.013344793811341793
2018-05-31,272.1499938964844,272.489990234375,270.260009765625,270.94000244140625,242.17193603515625,93519900,-0.006125632866942565
2018-06-01,272.4100036621094,273.94000244140625,272.3299865722656,273.6000061035156,244.5495147705078,71258400,0.009817730222078325
2018-06-04,274.5299987792969,275.19000244140625,274.260009765625,274.8999938964844,245.71145629882812,45385200,0.004751354871469271
2018-06-05,275.04998779296875,275.5299987792969,274.17999267578125,275.1000061035156,245.89019775390625,51135000,0.0007274445309572997
2018-06-06,275.7900085449219,277.5199890136719,275.0899963378906,277.3999938964844,247.94602966308594,62732200,0.00836077211681796
2018-06-07,277.95001220703125,278.2799987792969,276.3399963378906,277.3699951171875,247.91917419433594,72969400,-0.00010831175149883521
2018-06-08,276.8500061035156,278.25,276.6600036621094,278.19000244140625,248.65211486816406,72139700,0.0029563694547223296
2018-06-11,278.44000244140625,279.3699951171875,278.30999755859375,278.55999755859375,248.9828338623047,58892500,0.001330046978751609
2018-06-12,279.0299987792969,279.3299865722656,278.19000244140625,278.9200134277344,249.30470275878906,72329000,0.0012927352921943136
2018-06-13,279.19000244140625,279.4800109863281,277.79998779296875,278.0299987792969,248.50917053222656,79070600,-0.0031910036905008488
2018-06-14,279.010009765625,279.3299865722656,278.05999755859375,278.7300109863281,249.1348114013672,77097600,0.0025175765860097066
2018-06-15,276.6000061035156,277.510009765625,275.3500061035156,277.1300048828125,248.8169708251953,120041600,-0.0012757774571287017
2018-06-18,275.489990234375,276.70001220703125,274.95001220703125,276.55999755859375,248.30519104003906,52917600,-0.002056852406244425
2018-06-19,274.0,275.75,273.5299987792969,275.5,247.35345458984375,97531500,-0.0038329301381453407
2018-06-20,276.2699890136719,276.7200012207031,275.5899963378906,275.9700012207031,247.77545166015625,53785500,0.0017060488239886151
2018-06-21,275.9599914550781,275.9800109863281,273.67999267578125,274.239990234375,246.2222442626953,71061400,-0.006268608883785998
2018-06-22,275.6600036621094,275.7900085449219,274.489990234375,274.739990234375,246.671142578125,54898500,0.001823142814630252
2018-06-25,273.44000244140625,273.6199951171875,269.1000061035156,271.0,243.31324768066406,137854200,-0.01361284040915911
2018-06-26,271.6400146484375,272.55999755859375,270.7900085449219,271.6000061035156,243.8519287109375,68547400,0.0022139404056635836
2018-06-27,272.260009765625,273.8699951171875,269.17999267578125,269.3500061035156,241.831787109375,105110700,-0.008284296180233075
2018-06-28,269.2900085449219,271.75,268.489990234375,270.8900146484375,243.21446228027344,76650500,0.005717507972899716
2018-06-29,272.1199951171875,273.6600036621094,271.1499938964844,271.2799987792969,243.56460571289062,97592500,0.0014396488980727984
2018-07-02,269.510009765625,272.0400085449219,269.239990234375,271.8599853515625,244.08526611328125,63554800,0.0021376685617628954
2018-07-03,272.8699951171875,272.9800109863281,270.4200134277344,270.8999938964844,243.223388671875,42187100,-0.0035310506657384444
2018-07-05,272.1700134277344,273.17999267578125,270.9599914550781,273.1099853515625,245.2076416015625,56925900,0.008158150170189504
2018-07-06,273.1400146484375,275.8399963378906,272.7099914550781,275.4200134277344,247.2816619873047,66493700,0.008458220845793507
2018-07-09,276.54998779296875,277.9599914550781,276.5,277.8999938964844,249.5082550048828,50550400,0.009004278763268925
2018-07-10,278.4100036621094,279.010009765625,278.0799865722656,278.8999938964844,250.40611267089844,51966800,0.0035985088589476355
2018-07-11,277.1499938964844,278.0400085449219,276.5199890136719,276.8599853515625,248.57452392578125,77054700,-0.0073144729798365615
2018-07-12,278.2799987792969,279.42999267578125,277.6000061035156,279.3699951171875,250.8280792236328,60124700,0.0090659141663465
2018-07-13,279.1700134277344,279.92999267578125,278.6600036621094,279.5899963378906,251.02560424804688,48216000,0.0007874916756747119
2018-07-16,279.6400146484375,279.79998779296875,278.8399963378906,279.3399963378906,250.80113220214844,48201000,-0.0008942197214139025
2018-07-17,278.4700012207031,280.9100036621094,278.4100036621094,280.4700012207031,251.81576538085938,52315500,0.004045568573801894
2018-07-18,280.55999755859375,281.17999267578125,280.05999755859375,281.05999755859375,252.34536743164062,44593500,0.0021031330186187525
2018-07-19,280.30999755859375,280.739990234375,279.4599914550781,280.0,251.3937225341797,61412100,-0.0037712001894337766
2018-07-20,279.7699890136719,280.4800109863281,279.5,279.67999267578125,251.10643005371094,82337700,-0.0011427989433175911
2018-07-23,279.45001220703125,280.42999267578125,279.05999755859375,280.20001220703125,251.5733184814453,47047600,0.0018593248593217204
2018-07-24,281.7900085449219,282.55999755859375,280.6300048828125,281.6099853515625,252.83929443359375,68026900,0.005032234577936112
2018-07-25,281.3299865722656,284.3699951171875,281.2799987792969,284.010009765625,254.9940643310547,78882900,0.008522290422807943
2018-07-26,283.20001220703125,284.1099853515625,283.0899963378906,283.3399963378906,254.3925323486328,57919500,-0.002359003861520881
2018-07-27,283.7099914550781,283.82000732421875,280.3800048828125,281.4200134277344,252.6686553955078,76768700,-0.006776444800519976
2018-07-30,281.510009765625,281.69000244140625,279.3599853515625,279.95001220703125,251.348876953125,63742500,-0.0052233564163981505
2018-07-31,280.80999755859375,282.0199890136719,280.3800048828125,281.3299865722656,252.58787536621094,68570500,0.004929397052038542
2018-08-01,281.55999755859375,282.1300048828125,280.1300048828125,280.8599853515625,252.16580200195312,53853300,-0.001670996138060321
2018-08-02,279.3900146484375,282.5799865722656,279.1600036621094,282.3900146484375,253.5395965576172,63426400,0.00544798122805501
2018-08-03,282.5299987792969,283.6600036621094,282.3299865722656,283.6000061035156,254.62594604492188,53935400,0.0042847330438888775
2018-08-06,283.6400146484375,284.989990234375,283.20001220703125,284.6400146484375,255.55967712402344,39400900,0.003667069651011934
2018-08-07,285.3900146484375,286.010009765625,285.239990234375,285.5799865722656,256.4035949707031,43196600,0.0033022339681159085
2018-08-08,285.3900146484375,285.9100036621094,284.94000244140625,285.4599914550781,256.2958984375,42114600,-0.00042002739164181957
2018-08-09,285.5299987792969,285.9700012207031,284.9200134277344,285.07000732421875,255.94573974609375,35717000,-0.001366228228937616
2018-08-10,283.45001220703125,284.05999755859375,282.3599853515625,283.1600036621094,254.23092651367188,77076000,-0.006699909262498416
2018-08-13,283.4700012207031,284.1600036621094,281.7699890136719,282.1000061035156,253.27920532226562,65732900,-0.0037435303582353807
2018-08-14,282.9200134277344,284.1700134277344,282.4800109863281,283.8999938964844,254.8951873779297,43842000,0.00638023975796953
2018-08-15,282.3800048828125,282.5400085449219,280.1600036621094,281.7799987792969,252.99183654785156,102925400,-0.007467190140612812
2018-08-16,283.3999938964844,285.0400085449219,283.3599853515625,284.05999755859375,255.0389862060547,69967900,0.008091761719022594
2018-08-17,283.8299865722656,285.55999755859375,283.3699951171875,285.05999755859375,255.936767578125,65618500,0.00352017307402952
2018-08-20,285.57000732421875,285.9700012207031,285.05999755859375,285.6700134277344,256.4844970703125,39807500,0.0021400969363274402
2018-08-21,286.25,287.30999755859375,285.7099914550781,286.3399963378906,257.0860900878906,67272000,0.002345533646086917
2018-08-22,285.8800048828125,286.760009765625,285.5799865722656,286.1700134277344,256.9334411621094,44993300,-0.000593765791564449
2018-08-23,285.9700012207031,286.94000244140625,285.42999267578125,285.7900085449219,256.59222412109375,49204900,-0.001328036706597202
2018-08-24,286.44000244140625,287.6700134277344,286.3800048828125,287.510009765625,258.1365661621094,57487400,0.006018662671113617
2018-08-27,288.8599853515625,289.8999938964844,288.67999267578125,289.7799987792969,260.17462158203125,57072400,0.007895260443814722
2018-08-28,290.29998779296875,290.4200134277344,289.3999938964844,289.9200134277344,260.30029296875,46943500,0.0004830270760252109
2018-08-29,290.1600036621094,291.739990234375,289.8900146484375,291.4800109863281,261.70086669921875,61485500,0.005380607584014152
2018-08-30,290.94000244140625,291.3599853515625,289.6300048828125,290.29998779296875,260.6413879394531,61229500,-0.004048434279674384
2018-08-31,289.8399963378906,290.80999755859375,289.2900085449219,290.30999755859375,260.6504821777344,66140800,3.489176585946829e-05
2018-09-04,289.8399963378906,290.2099914550781,288.67999267578125,289.80999755859375,260.2015075683594,57594400,-0.0017225159363750686
2018-09-05,289.4100036621094,289.6400146484375,287.8900146484375,289.0299987792969,259.5011901855469,72452400,-0.002691442449189174
2018-09-06,289.1499938964844,289.489990234375,287.0,288.1600036621094,258.7200927734375,65909900,-0.003009995490004802
2018-09-07,286.9800109863281,288.70001220703125,286.7099914550781,287.6000061035156,258.2172546386719,73524800,-0.001943560430020308
2018-09-10,288.739990234375,289.0400085449219,287.8800048828125,288.1000061035156,258.666259765625,50210900,0.0017388656988914786
2018-09-11,287.3699951171875,289.54998779296875,286.9800109863281,289.04998779296875,259.5191955566406,50530500,0.003297437368864564
2018-09-12,289.05999755859375,289.79998779296875,288.2300109863281,289.1199951171875,259.58197021484375,59810800,0.00024188830451810084
2018-09-13,290.32000732421875,291.0400085449219,290.0,290.8299865722656,261.1173400878906,51034200,0.005914778564074075
2018-09-14,291.05999755859375,291.2699890136719,290.0,290.8800048828125,261.1622314453125,55079900,0.00017192024630285907
2018-09-17,290.82000732421875,290.8599853515625,289.0299987792969,289.3399963378906,259.779541015625,68244000,-0.005294373623764392
2018-09-18,289.5799865722656,291.5799865722656,289.54998779296875,290.9100036621094,261.1891784667969,61930400,0.005426283554358369
2018-09-19,290.9700012207031,291.69000244140625,290.8299865722656,291.2200012207031,261.4674377441406,49080600,0.0010653553067441202
2018-09-20,292.6400146484375,293.94000244140625,291.239990234375,293.5799865722656,263.5863342285156,100360600,0.008103863726421023
2018-09-21,293.0899963378906,293.2200012207031,291.80999755859375,291.989990234375,263.345458984375,105479700,-0.0009138381352190583
2018-09-24,291.3399963378906,291.5,290.3699951171875,291.0199890136719,262.470703125,53409600,-0.003321704740034681
2018-09-25,291.5299987792969,291.6499938964844,290.4800109863281,290.75,262.2272033691406,44370000,-0.0009277216579230974
2018-09-26,290.9100036621094,292.239990234375,289.4100036621094,289.8800048828125,261.4425354003906,79739700,-0.0029923210050996074
2018-09-27,290.4100036621094,291.9100036621094,290.1000061035156,290.69000244140625,262.1730651855469,59249500,0.0027942269762548655
2018-09-28,289.989990234375,291.2799987792969,289.95001220703125,290.7200012207031,262.2001647949219,70091400,0.00010336534516164342
2018-10-01,292.1099853515625,292.92999267578125,290.9800109863281,291.7300109863281,263.1110534667969,62078900,0.003474020211190254
2018-10-02,291.55999755859375,292.3599853515625,291.1400146484375,291.55999755859375,262.9577331542969,47258200,-0.0005827209099724673
2018-10-03,292.739990234375,293.2099914550781,291.32000732421875,291.7200012207031,263.1020202636719,64694600,0.000548708370901263
2018-10-04,291.17999267578125,291.239990234375,287.6600036621094,289.44000244140625,261.0456848144531,111545900,-0.007815734167141541
2018-10-05,289.69000244140625,290.2699890136719,286.2200012207031,287.82000732421875,259.5846252441406,105951700,-0.005596949711507371
2018-10-08,287.04998779296875,288.2200012207031,285.5,287.82000732421875,259.5846252441406,87742200,0.0
2018-10-09,287.3900146484375,288.8599853515625,286.7699890136719,287.3999938964844,259.2058410644531,74339000,-0.001459193430008665
2018-10-10,286.8299865722656,286.9100036621094,277.8800048828125,278.29998779296875,250.99850463867188,214731000,-0.03166339304730581
2018-10-11,277.0799865722656,278.8999938964844,270.3599853515625,272.1700134277344,245.46990966796875,274840500,-0.02202640600852135
2018-10-12,276.7699890136719,277.0899963378906,272.3699951171875,275.95001220703125,248.8791046142578,183186500,0.013888443397809702
2018-10-15,275.54998779296875,277.0400085449219,274.29998779296875,274.3999938964844,247.48118591308594,102263700,-0.005616858447552442
2018-10-16,276.6000061035156,280.82000732421875,276.07000732421875,280.3999938964844,252.89254760742188,118255800,0.02186574981193279
2018-10-17,280.44000244140625,281.1499938964844,277.55999755859375,280.45001220703125,252.9376678466797,110626000,0.00017841664250162204
2018-10-18,279.3999938964844,280.07000732421875,274.9700012207031,276.3999938964844,249.284912109375,134557500,-0.014441327653573643
2018-10-19,277.1300048828125,279.29998779296875,275.4700012207031,276.25,249.14959716796875,139901600,-0.0005428123999212664
2018-10-22,277.0,277.3599853515625,274.4100036621094,275.010009765625,248.03126525878906,82415800,-0.00448859609604646
2018-10-23,270.95001220703125,274.8699951171875,268.6099853515625,273.6099853515625,246.76864624023438,146352700,-0.005090563954658345
2018-10-24,273.3299865722656,273.760009765625,264.70001220703125,265.32000732421875,239.29193115234375,177806700,-0.03029848079083708
2018-10-25,267.3800048828125,271.80999755859375,266.2300109863281,270.0799865722656,243.58486938476562,138061500,0.01794017128679859
2018-10-26,265.9200134277344,271.0,262.2900085449219,265.3299865722656,239.30088806152344,201574600,-0.017587222613877684
2018-10-29,268.79998779296875,270.25,259.8500061035156,263.8599853515625,237.97509765625,160749100,-0.005540265295348901
2018-10-30,263.6700134277344,268.1199951171875,263.1199951171875,267.7699890136719,241.50152587890625,157116000,0.014818475787538476
2018-10-31,270.6499938964844,273.2300109863281,270.1199951171875,270.6300048828125,244.0809326171875,128296300,0.010680705759079201
2018-11-01,271.6000061035156,273.7300109863281,270.3800048828125,273.510009765625,246.67845153808594,99495000,0.01064203947865261
2018-11-02,274.75,275.2300109863281,269.5899963378906,271.8900146484375,245.21739196777344,122634100,-0.005922931497269079
2018-11-05,272.44000244140625,274.010009765625,271.3500061035156,273.3900146484375,246.57029724121094,65622500,0.005517166880297353
2018-11-06,273.32000732421875,275.29998779296875,273.25,275.1199951171875,248.13050842285156,60085900,0.006327652596834543
2018-11-07,277.55999755859375,281.1000061035156,277.0799865722656,281.010009765625,253.442626953125,102752100,0.021408566661302197
2018-11-08,280.1099853515625,281.2200012207031,279.2200012207031,280.5,252.9827117919922,65584900,-0.0018146716937946783
2018-11-09,279.0299987792969,279.239990234375,276.17999267578125,277.760009765625,250.51156616210938,98812600,-0.009768041509155112
2018-11-12,277.19000244140625,277.4599914550781,271.989990234375,272.57000732421875,245.8306427001953,99673600,-0.018685458454580806
2018-11-13,273.0899963378906,275.3299865722656,271.25,272.05999755859375,245.3706512451172,98176600,-0.0018711721615564114
2018-11-14,274.1600036621094,274.6099853515625,268.45001220703125,270.20001220703125,243.6931610107422,125335900,-0.006836556148270723
2018-11-15,268.7799987792969,273.5400085449219,267.010009765625,273.0199890136719,246.23643493652344,135101400,0.010436377923913609
2018-11-16,271.7900085449219,274.75,271.2099914550781,273.7300109863281,246.87686157226562,126668000,0.0026008605749481273
2018-11-19,273.04998779296875,273.3800048828125,268.07000732421875,269.1000061035156,242.7010498046875,103061700,-0.01691455303256839
2018-11-20,265.3599853515625,267.0,263.1499938964844,264.1199951171875,238.20960998535156,136021300,-0.01850605847379072
2018-11-21,265.8599853515625,267.1499938964844,265.010009765625,265.0199890136719,239.0212860107422,75563700,0.003407402520160918
2018-11-23,263.17999267578125,264.82000732421875,263.07000732421875,263.25,237.42491149902344,42807900,-0.006678796430067746
2018-11-26,265.7799987792969,267.75,265.3399963378906,267.5,241.25799560546875,79981400,0.01614440575019893
2018-11-27,266.3399963378906,268.3999938964844,265.6600036621094,268.3999938964844,242.06968688964844,75502400,0.003364411953032498
2018-11-28,269.6000061035156,274.5799865722656,268.3299865722656,274.5799865722656,247.6434783935547,127629600,0.023025565801004788
2018-11-29,273.7099914550781,275.54998779296875,272.42999267578125,273.9800109863281,247.10232543945312,82346400,-0.00218520979277137
2018-11-30,273.80999755859375,276.2799987792969,273.45001220703125,275.6499938964844,248.60855102539062,98204200,0.006095554071612996
2018-12-03,280.2799987792969,280.3999938964844,277.510009765625,279.29998779296875,251.900390625,103176300,0.01324105541033127
2018-12-04,278.3699951171875,278.8500061035156,269.8999938964844,270.25,243.73826599121094,177986000,-0.03240219125320809
2018-12-06,265.9200134277344,269.9700012207031,262.44000244140625,269.8399963378906,243.3684539794922,204185400,-0.001517250523691227
2018-12-07,269.4599914550781,271.2200012207031,262.6300048828125,263.57000732421875,237.71360778808594,161018900,-0.023235740289835438
2018-12-10,263.3699951171875,265.1600036621094,258.6199951171875,264.07000732421875,238.1645050048828,151445900,0.0018968086050792365
2018-12-11,267.6600036621094,267.8699951171875,262.4800109863281,264.1300048828125,238.21861267089844,121504400,0.00022718610405236817
2018-12-12,267.4700012207031,269.0,265.3699951171875,265.4599914550781,239.41812133789062,97976700,0.005035327229654163
2018-12-13,266.5199890136719,267.489990234375,264.1199951171875,265.3699951171875,239.33692932128906,96662700,-0.00033912226922450106
2018-12-14,262.9599914550781,264.0299987792969,259.8500061035156,260.4700012207031,234.91769409179688,116961100,-0.018464493724492215
2018-12-17,259.3999938964844,260.6499938964844,253.52999877929688,255.36000061035156,230.30897521972656,165492300,-0.019618440790030056
2018-12-18,257.20001220703125,257.95001220703125,253.27999877929688,255.0800018310547,230.0564422607422,134515100,-0.0010964963859677601
2018-12-19,255.1699981689453,259.3999938964844,249.35000610351562,251.25999450683594,226.61117553710938,214992800,-0.014975745472617596
2018-12-20,249.86000061035156,251.6199951171875,244.64999389648438,247.1699981689453,222.9224090576172,252053400,-0.01627795483055572
2018-12-21,246.74000549316406,249.7100067138672,239.97999572753906,240.6999969482422,218.35484313964844,255345600,-0.02048948751844959
2018-12-24,239.0399932861328,240.83999633789062,234.27000427246094,234.33999633789062,212.58526611328125,147311600,-0.02642294049176308
2018-12-26,235.97000122070312,246.17999267578125,233.75999450683594,246.17999267578125,223.3260955810547,218485400,0.05052480665358017
2018-12-27,242.57000732421875,248.2899932861328,238.9600067138672,248.07000732421875,225.04063415527344,186267300,0.007677287196365512
2018-12-28,249.5800018310547,251.39999389648438,246.4499969482422,247.75,224.75038146972656,153100200,-0.0012897790065176107
2018-12-31,249.55999755859375,250.19000244140625,247.47000122070312,249.9199981689453,226.71893310546875,144299400,0.008758835570685575
2019-01-02,245.97999572753906,251.2100067138672,245.9499969482422,250.17999267578125,226.9547576904297,126925200,0.001040162732466765
2019-01-03,248.22999572753906,248.57000732421875,243.6699981689453,244.2100067138672,221.53895568847656,144140700,-0.023862914604946828
2019-01-04,247.58999633789062,253.11000061035156,247.1699981689453,252.38999938964844,228.9595947265625,142628800,0.033495865388661894
2019-01-07,252.69000244140625,255.9499969482422,251.69000244140625,254.3800048828125,230.7648162841797,103139100,0.007884454721249323
